PID,SPLIT
203266,train
203270,train
203271,dev
203275,train
203276,train
203282,train
203283,train
203288,train
203290,train
203293,test
203295,train
203300,train
203303,train
203305,test
203307,train
203311,train
203322,dev
203326,dev
203331,test
203332,dev
203334,dev
203342,train
203343,train
203344,dev
203348,train
203358,train
203359,dev
203363,train
203368,test
203372,train
203373,train
203379,test
203384,train
203385,dev
203389,train
203391,train
203394,train
203404,train
203405,test
203408,dev
203412,test
203417,train
203423,train
203424,train
203430,train
203433,train
203440,dev
203446,train
203447,train
203449,train
203451,dev
203452,train
203459,train
203466,train
203469,train
203472,train
203473,train
203474,test
203481,dev
203484,train
203488,train
203492,train
203493,train
203500,train
203512,train
203525,train
203526,train
203530,train
203533,train
203536,train
203542,test
203547,test
203557,test
203567,test
203573,train
203577,train
203578,train
203581,train
203602,test
203607,dev
203609,train
203610,train
203613,dev
203624,dev
203626,train
203633,train
203634,train
203638,train
203641,dev
203647,test
203657,train
203668,train
203669,train
203671,train
203680,train
203681,dev
203685,train
203686,train
203699,train
203701,train
203702,train
203705,test
203707,train
203711,train
203725,train
203728,test
203730,dev
203733,train
203734,train
203749,test
203750,train
203751,test
203755,train
203758,train
203759,train
203761,test
203764,train
203767,dev
203769,train
203770,train
203776,test
203791,test
203795,train
203806,train
203820,dev
203825,train
203829,dev
203832,train
203843,train
203846,train
203850,train
203852,train
203857,train
203860,train
203861,train
203864,test
203871,dev
203874,test
203876,dev
203879,test
203880,train
203882,train
203885,train
203886,train
203891,train
203898,train
203900,test
203908,train
203910,train
203921,test
203925,train
203927,train
203929,train
203930,train
203933,train
203938,train
203940,train
203941,test
203942,train
203945,train
203948,dev
203950,dev
203951,train
203954,dev
203955,train
203956,train
203958,train
203969,dev
203975,train
203976,train
203981,test
203990,train
203991,test
203993,train
203996,dev
204000,train
204005,train
204008,train
204016,train
204018,train
204027,train
204029,test
204031,train
204034,train
204035,test
204039,test
204059,train
204067,dev
204070,test
204072,test
204078,dev
204087,test
204090,train
204099,test
204103,train
204108,test
204109,dev
204113,train
204116,train
204119,train
204120,test
204136,train
204137,dev
204145,train
204146,dev
204165,train
204168,dev
204171,train
204172,train
204174,train
204177,train
204196,train
204197,train
204214,train
204228,test
204235,train
204236,train
204238,dev
204239,dev
204240,dev
204244,test
204256,train
204257,train
204261,train
204262,train
204265,dev
204274,train
204282,train
204283,train
204284,train
204286,train
204287,train
204290,train
204294,train
204298,train
204306,train
204308,train
204309,test
204313,train
204314,train
204318,dev
204330,test
204335,train
204338,test
204346,train
204347,train
204350,train
204351,train
204352,train
204353,train
204360,train
204366,dev
204367,test
204371,train
204374,test
204375,train
204377,train
204381,train
204385,train
204392,train
204394,train
204401,train
204402,train
204406,train
204408,train
204409,train
204411,train
204415,train
204417,train
204421,train
204426,train
204427,test
204428,train
204434,dev
204435,train
204437,train
204438,train
204443,train
204446,train
204449,train
204460,train
204461,train
204463,train
204464,train
204467,train
204469,train
204473,dev
204474,train
204481,train
204484,train
204488,train
204492,train
204494,train
204498,test
204502,dev
204503,train
204504,train
204505,train
204509,train
204516,train
204519,dev
204522,test
204523,train
204527,test
204528,dev
204537,dev
204538,test
204540,train
204541,train
204548,train
204554,dev
204561,dev
204566,train
204567,dev
204568,train
204569,train
204570,train
204571,train
204576,train
204577,dev
204581,test
204590,dev
204594,train
204603,train
204604,dev
204609,dev
204611,train
204612,dev
204615,test
204618,train
204622,dev
204625,train
204631,train
204637,dev
204639,train
204644,train
204646,train
204652,train
204668,train
204672,train
204677,train
204694,train
204701,train
204708,train
204709,train
204711,train
204713,train
204731,train
204733,test
204737,train
204747,test
204748,test
204759,train
204761,test
204765,train
204771,train
204777,train
204780,train
204781,dev
204782,train
204787,dev
204796,test
204800,train
204801,train
204804,train
204806,train
204808,train
204811,train
204815,train
204819,dev
204822,train
204832,train
204836,train
204851,train
204854,train
204856,train
204857,test
204859,test
204862,train
204868,train
204870,test
204874,train
204875,train
204878,train
204879,train
204880,test
204883,dev
204884,train
204887,test
204889,train
204893,train
204896,dev
204898,train
204902,train
204909,test
204922,test
204935,train
204936,dev
204951,train
204955,train
204957,train
204960,dev
204967,train
204972,test
204993,dev
205006,dev
205014,train
205021,test
205023,test
205029,train
205033,train
205039,train
205046,test
205047,train
205049,train
205053,train
205074,test
205076,test
205081,test
205082,train
205083,test
205089,dev
205096,train
205099,train
205102,train
205104,train
205105,dev
205106,train
205108,dev
205110,dev
205117,train
205126,train
205134,train
205135,train
205139,train
205150,dev
205151,train
205155,dev
205158,train
205161,test
205165,train
205167,train
205198,train
205202,train
205211,train
205213,train
205214,train
205225,dev
205229,dev
205235,train
205245,dev
205247,test
205249,train
205257,test
205261,dev
205266,train
205273,train
205275,train
205278,train
205282,train
205283,train
205293,train
205296,train
205298,train
205306,dev
205309,train
205311,dev
205312,dev
205314,train
205317,train
205319,train
205321,train
205322,test
205329,train
205331,train
205337,train
205338,dev
205341,train
205345,train
205350,dev
205352,dev
205353,train
205354,train
205359,train
205361,test
205362,dev
205374,dev
205376,train
205385,train
205386,train
205388,train
205393,test
205394,train
205396,dev
205402,test
205405,train
205410,train
205415,train
205417,train
205418,train
205419,train
205420,train
205425,test
205432,train
205433,test
205434,train
205435,dev
205437,test
205438,train
205440,train
205441,test
205446,test
205447,train
205450,train
205452,train
205462,train
205463,train
205464,train
205465,train
205467,train
205468,train
205470,train
205473,train
205474,train
205482,dev
205487,train
205489,test
205490,train
205493,train
205501,train
205504,train
205507,train
205521,train
205529,train
205533,dev
205537,train
205540,train
205542,train
205551,train
205557,train
205565,train
205566,train
205572,train
205574,train
205575,train
205578,train
205580,test
205582,train
205586,train
205591,test
205593,train
205594,test
205595,train
205596,train
205600,dev
205602,dev
205604,train
205605,test
205607,train
205610,dev
205611,train
205614,train
205617,dev
205621,train
205623,train
205628,test
205641,train
205642,train
205643,train
205644,train
205654,train
205656,train
205658,train
205660,dev
205668,train
205669,dev
205672,dev
205673,train
205674,train
205687,dev
205693,train
205702,train
205706,train
205710,train
205712,train
205714,train
205717,train
205720,train
205723,train
205734,train
205736,test
205740,train
205743,train
205747,train
205748,train
205749,train
205751,train
205756,train
205757,test
205761,train
205766,train
205769,dev
205777,dev
205780,train
205781,test
205789,test
205790,dev
205795,train
205798,train
205803,train
205806,train
205812,dev
205813,train
205815,test
205825,train
205828,train
205835,test
205836,train
205839,train
205847,test
205848,train
205854,dev
205855,train
205856,train
205861,dev
205865,train
205870,train
205877,train
205884,test
205886,train
205887,train
205889,train
205890,train
205891,train
205893,train
205900,train
205901,train
205908,train
205921,test
205927,train
205930,train
205932,dev
205938,train
205944,train
205945,dev
205946,train
205948,train
205958,dev
205960,train
205964,train
205965,train
205981,train
205985,test
205989,dev
205990,train
206002,dev
206009,test
206011,train
206014,train
206025,train
206026,train
206029,test
206030,train
206033,train
206045,train
206048,test
206053,train
206054,dev
206057,train
206060,train
206063,test
206064,dev
206071,test
206072,dev
206074,train
206078,train
206085,train
206088,train
206092,train
206099,train
206107,train
206115,train
206119,train
206122,train
206124,train
206127,train
206133,dev
206145,test
206147,train
206150,test
206157,train
206163,train
206165,train
206168,train
206170,train
206177,test
206180,train
206185,train
206187,test
206193,train
206198,train
206199,train
206215,train
206220,train
206223,train
206227,train
206228,dev
206232,dev
206239,train
206243,dev
206246,train
206254,train
206259,train
206273,dev
206276,dev
206277,train
206278,test
206284,dev
206288,train
206292,test
206293,train
206295,train
206304,train
206306,train
206308,train
206313,test
206319,train
206320,test
206325,train
206326,dev
206330,train
206333,test
206336,dev
206341,test
206342,train
206344,test
206351,train
206353,train
206354,dev
206359,dev
206363,test
206370,test
206371,test
206383,test
206387,train
206388,train
206391,dev
206393,dev
206396,dev
206398,train
206409,train
206414,train
206421,train
206424,train
206430,train
206439,test
206442,train
206444,dev
206446,train
206450,train
206457,dev
206480,dev
206483,train
206485,train
206489,train
206493,train
206500,train
206502,train
206504,test
206515,train
206517,train
206518,train
206525,train
206528,train
206532,dev
206535,train
206540,train
206541,dev
206542,train
206543,dev
206545,train
206549,test
206556,train
206560,train
206564,test
206568,train
206569,train
206575,train
206577,train
206578,dev
206586,train
206588,train
206591,train
206594,train
206598,train
206605,train
206606,test
206611,train
206614,train
206635,dev
206642,train
206651,test
206655,train
206656,test
206657,train
206658,train
206659,dev
206660,train
206661,train
206662,train
206666,train
206673,train
206676,train
206687,train
206690,test
206705,train
206706,train
206710,train
206716,dev
206724,train
206725,train
206731,train
206732,train
206734,train
206737,train
206746,test
206747,dev
206750,train
206753,train
206759,test
206767,train
206768,train
206769,train
206778,test
206784,train
206790,train
206791,train
206793,test
206797,test
206800,test
206809,test
206810,dev
206813,train
206817,train
206819,train
206821,test
206825,train
206827,dev
206829,train
206834,train
206838,train
206844,train
206846,test
206849,train
206850,dev
206852,test
206854,test
206861,train
206862,train
206864,train
206869,train
206870,train
206871,train
206874,test
206877,dev
206880,test
206881,train
206884,train
206888,train
206899,test
206902,train
206906,train
206907,train
206912,train
206915,train
206925,train
206928,dev
206929,dev
206933,dev
206935,test
206936,train
206938,train
206939,test
206949,dev
206951,test
206952,dev
206959,train
206962,train
206970,train
206971,test
206975,test
206977,train
206979,train
206980,train
206986,train
206992,train
206994,dev
206996,dev
207002,train
207015,test
207020,train
207022,train
207024,train
207026,train
207028,train
207030,train
207034,train
207039,train
207046,train
207050,train
207056,train
207058,train
207060,dev
207062,train
207065,test
207068,train
207073,dev
207077,test
207083,train
207095,test
207099,train
207101,train
207104,dev
207106,dev
207112,train
207114,dev
207115,train
207116,train
207120,test
207121,train
207125,train
207127,train
207132,train
207133,test
207139,dev
207141,train
207148,train
207149,dev
207154,dev
207157,test
207158,train
207166,train
207167,train
207196,train
207197,test
207200,train
207201,train
207202,dev
207206,train
207208,dev
207214,train
207227,train
207237,train
207241,train
207242,train
207243,train
207244,test
207247,train
207248,test
207251,train
207259,dev
207263,test
207266,train
207269,train
207277,dev
207278,test
207281,train
207286,train
207289,train
207290,train
207294,train
207297,train
207301,dev
207303,train
207305,dev
207307,train
207315,train
207320,test
207321,train
207323,test
207326,test
207346,train
207347,test
207356,train
207358,train
207359,dev
207362,train
207363,train
207366,train
207368,train
207372,train
207375,train
207380,train
207382,dev
207385,train
207391,dev
207396,test
207402,train
207404,train
207408,train
207410,train
207412,dev
207421,dev
207428,train
207431,test
207435,test
207442,train
207451,train
207453,train
207463,test
207474,test
207476,train
207479,train
207495,train
207498,train
207499,dev
207500,train
207505,train
207512,dev
207513,train
207514,dev
207520,train
207523,train
207526,train
207529,train
207541,train
207544,test
207551,train
207560,train
207562,train
207583,dev
207584,train
207589,train
207601,dev
207611,train
207614,test
207628,train
207629,train
207631,train
207632,dev
207634,dev
207645,test
207647,dev
207650,train
207651,train
207656,train
207657,test
207669,dev
207673,train
207682,dev
207683,train
207691,train
207693,train
207694,train
207708,dev
207713,train
207714,train
207716,train
207723,dev
207725,train
207726,dev
207732,train
207736,train
207747,train
207756,test
207757,dev
207759,dev
207761,train
207762,test
207767,train
207771,train
207774,train
207779,dev
207782,train
207783,dev
207786,dev
207790,test
207791,test
207792,train
207794,train
207799,train
207801,train
207806,train
207809,train
207811,dev
207815,dev
207830,train
207831,train
207836,train
207839,dev
207841,train
207843,train
207845,train
207857,train
207858,train
207860,test
207866,train
207869,train
207873,test
207879,train
207883,train
207884,train
207885,train
207886,dev
207888,train
207890,train
207898,test
207903,test
207904,train
207910,train
207917,train
207921,train
207924,train
207928,dev
207931,train
207932,dev
207934,dev
207938,train
207944,dev
207947,dev
207950,dev
207951,train
207952,train
207954,train
207956,dev
207960,train
207970,train
207975,dev
207980,train
208004,train
208006,train
208009,train
208016,train
208021,train
208025,train
208028,train
208030,train
208033,train
208034,train
208036,train
208048,train
208052,train
208069,train
208075,train
208078,dev
208082,dev
208087,train
208089,train
208092,train
208098,train
208099,dev
208100,train
208105,dev
208107,train
208108,train
208119,dev
208127,dev
208130,train
208131,train
208132,train
208137,test
208142,train
208143,dev
208147,dev
208148,train
208150,train
208151,train
208155,dev
208156,train
208159,test
208173,train
208177,dev
208187,train
208189,test
208193,test
208196,test
208200,train
208205,train
208208,train
208210,train
208214,train
208216,train
208218,test
208224,test
208229,test
208230,train
208233,train
208237,train
208242,train
208245,dev
208247,dev
208249,train
208255,test
208266,train
208269,test
208272,train
208273,train
208275,train
208277,train
208279,test
208281,train
208282,test
208283,test
208286,train
208287,train
208289,dev
208294,train
208295,train
208296,train
208304,train
208306,train
208317,train
208320,train
208321,train
208324,train
208336,train
208345,train
208346,dev
208347,train
208350,train
208353,train
208359,train
208361,train
208373,test
208374,test
208379,train
208380,train
208381,train
208382,train
208386,test
208389,test
208394,train
208397,train
208401,train
208402,train
208403,train
208404,train
208410,train
208414,test
208416,dev
208419,test
208427,train
208430,train
208435,test
208446,train
208457,train
208458,train
208459,train
208466,test
208471,train
208472,test
208473,train
208479,train
208484,train
208490,dev
208504,dev
208505,train
208510,train
208515,test
208516,train
208517,train
208524,dev
208530,train
208531,train
208539,train
208546,train
208548,train
208550,train
208551,train
208553,dev
208555,dev
208560,dev
208561,train
208564,dev
208568,train
208574,train
208579,train
208587,train
208589,train
208592,train
208600,train
208612,train
208622,train
208623,train
208627,train
208632,train
208633,train
208635,train
208639,train
208648,train
208655,train
208665,test
208669,train
208670,train
208682,dev
208686,train
208689,train
208693,train
208695,train
208698,train
208701,train
208706,train
208710,train
208714,train
208717,train
208721,train
208722,test
208735,train
208751,train
208755,test
208760,test
208767,train
208784,train
208785,test
208792,test
208793,train
208794,test
208799,train
208801,dev
208805,train
208811,train
208815,train
208819,test
208820,train
208833,test
208834,train
208836,train
208838,train
208839,dev
208840,train
208842,train
208854,dev
208855,train
208859,train
208863,train
208867,dev
208871,train
208878,dev
208879,train
208881,dev
208882,train
208887,train
208888,test
208892,test
208894,train
208899,train
208905,dev
208908,test
208910,test
208911,train
208915,train
208918,train
208936,test
208940,train
208944,train
208949,dev
208953,test
208955,train
208960,train
208963,train
208969,train
208970,train
208978,dev
208980,test
208982,train
208983,train
208990,test
208991,train
209009,train
209010,train
209011,train
209018,train
209019,dev
209029,test
209037,train
209039,train
209052,dev
209059,train
209062,train
209066,train
209080,train
209081,train
209082,train
209085,train
209091,train
209095,train
209096,dev
209099,train
209100,train
209112,train
209116,test
209119,train
209120,test
209134,train
209137,train
209140,dev
209160,train
209161,train
209165,train
209167,train
209173,dev
209176,train
209178,train
209179,train
209180,train
209184,train
209187,train
209188,train
209189,dev
209190,train
209193,train
209194,train
209203,test
209205,train
209206,dev
209227,train
209229,train
209235,train
209246,test
209247,test
209253,train
209268,train
209278,test
209279,train
209283,train
209286,train
209294,train
209297,test
209298,train
209301,train
209302,train
209303,train
209306,train
209307,dev
209309,dev
209318,train
209324,train
209326,train
209339,train
209344,train
209351,train
209352,train
209355,train
209358,train
209372,train
209374,train
209375,train
209377,train
209379,test
209401,train
209403,dev
209404,train
209406,train
209411,train
209412,test
209421,train
209423,dev
209424,train
209426,train
209428,dev
209430,train
209436,train
209445,train
209449,train
209452,test
209453,train
209456,train
209464,train
209467,train
209474,train
209476,train
209477,test
209481,train
209483,train
209486,train
209489,test
209499,train
209500,train
209506,train
209507,train
209510,train
209512,train
209513,train
209520,train
209531,train
209532,train
209536,train
209545,train
209554,train
209570,train
209579,dev
209582,train
209584,train
209585,train
209596,train
209598,dev
209599,train
209605,test
209606,train
209612,dev
209617,train
209619,train
209624,train
209625,train
209626,train
209631,train
209632,train
209637,dev
209643,train
209649,train
209651,dev
209653,train
209655,train
209658,train
209660,dev
209664,train
209670,train
209671,train
209676,test
209681,train
209683,train
209688,test
209690,test
209691,dev
209692,dev
209699,train
209729,train
209734,train
209737,train
209739,train
209741,train
209743,train
209753,dev
209767,dev
209772,train
209779,train
209781,train
209789,test
209796,train
209798,test
209811,test
209813,dev
209816,train
209824,train
209826,dev
209831,test
209832,dev
209833,train
209834,train
209835,train
209840,train
209843,train
209845,train
209849,train
209850,train
209852,test
209853,train
209865,train
209868,dev
209874,train
209893,dev
209896,dev
209903,dev
209904,train
209905,train
209920,test
209924,dev
209925,train
209926,dev
209928,train
209938,train
209939,test
209940,train
209947,train
209952,train
209953,dev
209959,test
209961,dev
209968,test
209972,train
209973,train
209976,train
209984,train
210018,test
210019,test
210021,train
210022,dev
210024,train
210035,train
210037,test
210044,train
210052,train
210056,train
210057,dev
210068,train
210071,train
210075,test
210084,dev
210086,dev
210090,train
210095,train
210102,train
210108,train
210116,dev
210118,test
210120,train
210122,test
210126,dev
210132,dev
210135,train
210143,train
210144,train
210149,train
210152,train
210153,train
210160,train
210162,train
210163,train
210172,train
210173,dev
210175,train
210179,dev
210181,train
210185,dev
210189,train
210192,test
210193,test
210195,test
210198,train
210201,train
210205,train
210207,train
210208,train
210213,test
210216,train
210218,test
210230,train
210231,train
210232,test
210239,train
210241,train
210242,test
210245,dev
210249,train
210251,test
210262,train
210264,train
210266,dev
210269,train
210274,train
210292,train
210301,train
210303,test
210308,train
210315,train
210317,train
210323,train
210324,test
210340,train
210354,train
210355,train
210356,train
210357,train
210359,dev
210360,train
210361,train
210362,train
210371,train
210372,train
210393,train
210394,test
210400,train
210404,train
210407,train
210408,train
210413,test
210418,train
210419,train
210421,train
210423,train
210435,train
210441,train
210443,train
210445,dev
210448,dev
210453,train
210454,train
210456,test
210457,train
210461,test
210462,train
210469,train
210474,train
210477,dev
210483,train
210493,dev
210494,train
210495,train
210497,train
210503,test
210513,train
210517,test
210523,train
210528,dev
210529,train
210530,train
210533,dev
210534,test
210542,train
210545,train
210553,train
210555,train
210559,train
210563,dev
210568,train
210578,dev
210580,train
210581,train
210584,train
210601,train
210607,train
210610,train
210612,train
210615,dev
210623,train
210627,train
210634,dev
210645,train
210653,train
210663,test
210672,dev
210673,dev
210675,train
210677,train
210678,train
210679,train
210685,test
210689,train
210690,train
210694,train
210695,train
210700,train
210701,train
210704,test
210706,test
210709,train
210711,test
210714,dev
210715,train
210717,train
210718,train
210723,train
210727,train
210733,test
210736,train
210738,train
210742,train
210749,test
210751,train
210754,dev
210756,test
210757,train
210759,test
210760,train
210762,train
210764,train
210766,train
210769,test
210770,train
210771,train
210774,train
210777,train
210778,train
210780,train
210789,train
210791,train
210792,train
210798,train
210800,train
210802,train
210804,train
210806,train
210814,train
210815,train
210817,dev
210822,train
210831,train
210832,train
210834,test
210838,train
210839,train
210842,train
210849,test
210851,dev
210861,train
210864,test
210865,test
210868,train
210871,train
210873,dev
210882,dev
210884,test
210891,dev
210895,train
210901,train
210906,train
210907,train
210908,train
210912,test
210923,train
210925,train
210930,train
210934,train
210941,train
210943,dev
210945,dev
210950,train
210959,train
210961,train
210962,train
210965,train
210984,train
210991,test
210992,dev
210993,test
210998,dev
211001,train
211002,dev
211005,train
211009,train
211013,test
211015,dev
211019,train
211024,train
211027,train
211036,train
211038,train
211041,train
211042,train
211044,train
211047,train
211048,train
211050,train
211057,test
211061,train
211066,train
211070,train
211073,test
211091,train
211092,test
211099,train
211100,train
211101,test
211102,train
211115,train
211116,train
211119,dev
211123,train
211129,train
211138,test
211141,test
211142,test
211144,train
211151,train
211153,train
211161,train
211166,dev
211171,train
211173,test
211174,test
211175,dev
211178,train
211185,train
211188,train
211191,train
211199,train
211210,train
211218,train
211228,train
211234,train
211241,train
211247,train
211254,train
211256,dev
211265,dev
211270,train
211272,dev
211280,dev
211289,train
211292,train
211297,train
211302,train
211303,train
211307,dev
211321,train
211328,train
211337,dev
211341,dev
211348,test
211356,train
211360,train
211364,train
211365,train
211368,dev
211375,train
211382,train
211389,dev
211391,test
211397,train
211398,train
211400,dev
211405,test
211407,train
211409,train
211414,test
211418,train
211419,train
211420,train
211423,train
211426,train
211435,dev
211436,test
211440,train
211443,train
211448,test
211451,dev
211453,train
211467,dev
211469,train
211472,train
211476,train
211484,train
211494,train
211497,dev
211498,train
211501,dev
211505,train
211507,train
211513,train
211515,train
211517,dev
211533,train
211535,dev
211539,train
211545,train
211547,train
211550,train
211552,dev
211553,test
211555,train
211570,train
211571,train
211575,train
211578,dev
211580,train
211586,dev
211606,train
211610,train
211612,train
211614,test
211615,train
211618,test
211620,train
211623,train
211628,train
211637,train
211638,dev
211646,train
211647,test
211661,dev
211663,train
211667,train
211675,train
211677,dev
211681,train
211695,train
211696,train
211700,test
211705,train
211706,train
211707,test
211710,train
211717,dev
211719,train
211727,dev
211730,train
211733,train
211734,train
211744,train
211749,train
211750,train
211757,train
211768,dev
211773,dev
211779,dev
211787,test
211789,train
211791,train
211795,train
211800,train
211801,train
211805,train
211814,train
211818,dev
211820,train
211825,train
211829,train
211832,train
211836,train
211843,train
211850,dev
211853,train
211856,train
211857,test
211858,train
211860,train
211861,train
211863,train
211881,test
211883,train
211893,train
211895,train
211897,train
211906,train
211917,train
211918,train
211919,dev
211920,train
211921,dev
211922,test
211932,train
211935,train
211939,train
211941,train
211942,test
211949,train
211965,train
211972,train
211975,train
211980,dev
211982,train
211988,test
212006,train
212010,test
212011,test
212012,test
212014,train
212018,train
212023,train
212041,train
212045,test
212055,train
212059,train
212060,train
212063,train
212068,test
212073,dev
212079,train
212085,train
212087,train
212088,dev
212090,test
212099,train
212108,train
212112,train
212113,dev
212115,dev
212116,train
212120,train
212123,train
212125,train
212135,train
212139,test
212141,train
212151,train
212152,train
212156,train
212164,train
212168,test
212177,train
212181,train
212183,train
212185,train
212189,test
212191,train
212200,train
212201,dev
212202,test
212203,train
212213,train
212218,train
212222,train
212235,train
212243,dev
212248,train
212253,train
212259,dev
212262,train
212265,train
212270,dev
212276,train
212279,dev
212283,test
212293,train
212300,dev
212302,train
212304,train
212305,train
212306,dev
212310,train
212312,train
212319,train
212320,train
212321,train
212330,train
212332,train
212340,train
212344,dev
212353,train
212354,train
212359,test
212363,train
212366,dev
212372,test
212373,train
212375,dev
212379,train
212380,train
212386,train
212387,train
212402,train
212411,test
212415,dev
212419,train
212425,train
212426,test
212430,test
212437,train
212439,test
212449,train
212450,train
212456,train
212457,train
212460,test
212461,test
212462,test
212468,train
212472,dev
212473,train
212474,train
212477,dev
212478,test
212479,train
212489,train
212501,train
212510,test
212514,train
212522,test
212526,dev
212527,train
212530,train
212534,dev
212545,train
212549,train
212552,train
212553,test
212558,train
212560,train
212566,train
212568,train
212571,train
212572,train
212573,train
212575,dev
212576,train
212584,train
212586,test
212587,train
212589,train
212592,dev
212598,train
212600,dev
212601,dev
212607,train
212611,train
212615,train
212621,train
212624,train
212628,train
212630,test
212636,test
212645,train
212655,test
212660,train
212661,train
212664,train
212669,dev
212670,train
212676,train
212680,train
212687,dev
212688,train
212691,test
212692,train
212694,train
212701,train
212702,test
212706,dev
212710,train
212717,train
212718,train
212719,train
212726,dev
212727,train
212729,train
212730,train
212732,train
212735,train
212737,train
212748,dev
212749,train
212750,train
212753,dev
212755,train
212761,train
212765,test
212773,dev
212783,dev
212786,train
212789,train
212791,train
212794,dev
212795,train
212801,train
212802,train
212806,test
212808,dev
212814,train
212815,train
212819,train
212826,train
212827,train
212831,train
212834,test
212844,dev
212849,dev
212853,train
212854,dev
212859,train
212860,dev
212861,train
212862,train
212863,test
212866,train
212869,train
212883,train
212887,test
212891,train
212900,train
212911,dev
212912,train
212914,train
212920,test
212922,train
212931,test
212933,dev
212936,dev
212937,train
212941,train
212944,train
212946,train
212951,train
212955,train
212960,dev
212963,train
212966,train
212974,train
212980,dev
212985,train
212992,test
212993,test
212994,dev
212997,train
213002,test
213005,test
213006,train
213012,train
213015,train
213017,train
213025,train
213029,train
213038,train
213046,train
213048,train
213057,train
213064,train
213069,train
213072,train
213073,train
213083,dev
213088,train
213091,train
213096,train
213098,test
213099,train
213100,train
213101,train
213102,train
213103,train
213110,train
213113,train
213118,dev
213124,dev
213129,dev
213138,test
213139,train
213144,train
213152,train
213154,train
213157,train
213161,train
213169,train
213170,train
213171,train
213184,train
213188,test
213189,train
213211,train
213214,train
213215,train
213218,train
213228,train
213230,train
213232,train
213234,dev
213237,test
213240,test
213245,train
213257,train
213268,train
213271,train
213277,dev
213286,train
213287,train
213291,train
213292,train
213293,train
213297,train
213298,train
213299,dev
213303,train
213305,dev
213311,test
213314,test
213317,train
213320,train
213323,train
213324,train
213327,train
213335,train
213339,train
213343,train
213345,train
213346,train
213351,train
213366,train
213369,train
213373,test
213374,train
213379,test
213382,train
213388,train
213389,dev
213390,train
213395,train
213396,train
213408,test
213409,train
213410,train
213412,dev
213413,train
213416,train
213419,train
213429,train
213432,train
213433,train
213439,train
213440,test
213442,train
213444,test
213447,test
213453,train
213456,train
213457,train
213463,train
213473,train
213474,train
213477,train
213480,train
213485,test
213489,test
213502,train
213510,train
213518,train
213544,train
213547,train
213553,train
213560,train
213562,dev
213566,train
213567,train
213568,train
213574,dev
213595,dev
213600,test
213605,test
213608,dev
213611,train
213616,test
213617,test
213618,train
213630,train
213632,train
213641,train
213642,train
213646,dev
213650,train
213651,test
213657,train
213660,train
213666,dev
213669,train
213672,train
213676,dev
213680,train
213681,train
213682,train
213689,train
213690,train
213691,train
213701,dev
213705,train
213710,train
213719,train
213723,test
213726,train
213731,train
213733,train
213734,dev
213737,test
213742,train
213745,train
213751,train
213753,train
213754,train
213758,test
213760,train
213763,train
213766,dev
213769,train
213770,train
213774,train
213775,test
213776,test
213792,train
213793,train
213804,train
213805,train
213809,train
213813,dev
213823,train
213835,train
213836,dev
213844,dev
213847,test
213851,test
213854,train
213855,train
213860,dev
213864,train
213866,train
213868,train
213869,train
213877,train
213878,dev
213885,train
213887,dev
213891,train
213897,train
213912,train
213914,train
213918,train
213931,dev
213933,train
213944,train
213946,test
213955,test
213964,train
213967,train
213969,test
213970,train
213971,train
213972,train
213974,test
213985,train
213993,dev
213994,train
213997,train
213998,train
213999,train
214000,train
214003,train
214005,train
214008,test
214011,train
214020,train
214027,train
214029,dev
214036,dev
214039,train
214049,train
214058,dev
214061,dev
214065,train
214067,train
214074,dev
214078,train
214080,test
214085,test
214089,train
214096,train
214097,test
214098,test
214099,train
214103,test
214105,train
214111,train
214114,train
214120,train
214127,train
214129,train
214131,train
214132,test
214134,test
214135,dev
214138,train
214144,train
214145,train
214152,dev
214157,train
214165,test
214167,train
214171,train
214175,dev
214183,train
214188,dev
214189,train
214198,train
214214,train
214216,train
214224,train
214226,train
214227,train
214228,train
214229,train
214230,train
214231,train
214240,train
214242,dev
214244,train
214245,train
214250,train
214252,train
214254,train
214260,train
214262,train
214265,dev
214270,train
214274,test
214275,train
214279,test
214283,train
214284,train
214286,train
214300,train
214304,test
214306,train
214308,train
214310,train
214316,train
214317,dev
214328,train
214330,train
214337,dev
214339,train
214345,dev
214348,test
214349,train
214350,train
214361,train
214367,train
214368,train
214371,train
214373,train
214377,train
214383,train
214384,test
214388,dev
214395,train
214399,train
214401,test
214413,train
214415,test
214417,test
214419,train
214422,train
214423,test
214427,train
214438,train
214440,train
214447,train
214454,train
214457,train
214459,test
214462,train
214467,train
214471,train
214472,train
214475,train
214478,train
214483,test
214485,dev
214487,train
214488,train
214491,train
214494,train
214495,train
214498,test
214499,train
214500,dev
214510,dev
214513,test
214517,train
214527,test
214529,train
214530,train
214534,train
214535,train
214539,dev
214542,train
214545,train
214546,train
214550,test
214551,train
214553,dev
214561,train
214562,dev
214571,train
214572,train
214582,test
214584,dev
214588,dev
214592,test
214593,train
214595,test
214598,train
214601,test
214604,train
214606,train
214610,train
214613,train
214614,train
214621,train
214627,train
214632,test
214633,test
214635,train
214640,train
214644,dev
214651,train
214655,train
214656,train
214658,dev
214662,train
214667,dev
214677,train
214678,train
214682,train
214683,test
214691,train
214694,train
214700,train
214709,train
214711,train
214718,train
214721,test
214728,train
214729,train
214731,train
214742,train
214752,dev
214754,dev
214779,dev
214784,train
214792,train
214794,dev
214808,train
214812,train
214818,train
214822,test
214826,train
